-0.042847264,-0.304654514,-0.566513308,-0.828289716
-1.08984981,-1.35105965,-1.61178531,-1.87189286
-2.13124837,-2.3897179,-2.64716753,-2.90346333
-3.15847136,-3.41205769,-3.6640884,-3.91442954
-4.1629472,-4.40950743,-4.65397631,-4.89621991
-5.13610429,-5.3735173,-5.60858545,-5.84158273
-6.07278529,-6.30246929,-6.53091088,-6.75838621
-6.98517145,-7.21154274,-7.43777625,-7.66414812
-7.89091665,-8.1182719,-8.34638766,-8.5754377
-8.80559581,-9.03703577,-9.26993137,-9.50445638
-9.74078459,-9.97908978,-10.219519,-10.46203
-10.706498,-10.9527985,-11.2008067,-11.4503976
-11.7014467,-11.953829,-12.2074199,-12.4620945
-12.7177355,-12.9743291,-13.2319371,-13.4906228
-13.7504498,-14.0114815,-14.2737813,-14.5374127
-14.8024392,-15.0689242,-15.3369302,-15.606497
-15.8776409,-16.150377,-16.4247205,-16.7006865
-16.9782904,-17.2575471,-17.5384719,-17.82108
-18.1053866,-18.3915303,-18.68044,-18.9733552
-19.2715165,-19.5761645,-19.8885395,-20.2098822
-20.5414329,-20.8844323,-21.2401016,-21.6086912
-21.9890393,-22.3798727,-22.7799181,-23.1879024
-23.6025526,-24.0225953,-24.4467574,-24.8737658
-25.3023473,-25.7313152,-26.1603132,-26.5894487
-27.018834,-27.4485817,-27.8788041,-28.3096135
-28.7411224,-29.1734431,-29.6066881,-30.0409632
-30.4762739,-30.9125461,-31.3497038,-31.7876711
-32.2263718,-32.6657298,-33.1056693,-33.5461141
-33.9869881,-34.4282155,-34.8697247,-35.311449
-35.7533219,-36.1952771,-36.6372481,-37.0791685
-37.5209718,-37.9625916,-38.4039615,-38.8450152
-39.2856949,-39.7259564,-40.1657567,-40.6050529
-41.043802,-41.4819611,-41.9194873,-42.3563375
-42.7924688,-43.2278384,-43.6624652,-44.0965098
-44.5301532,-44.9635761,-45.3969596,-45.8304844
-46.2643314,-46.6986816,-47.1337157,-47.5696147
-48.0065539,-48.4445694,-48.8835522,-49.3233859
-49.7639546,-50.205142,-50.646832,-51.0889086
-51.5312555,-51.9737567,-52.4162968,-52.8588146
-53.301336,-53.7438948,-54.1865247,-54.6292596
-55.0721332,-55.5151793,-55.9584317,-56.4019242
-56.8456906,-57.2897497,-57.7340845,-58.1786725
-58.6234912,-59.0685183,-59.5137311,-59.9591072
-60.4046242,-60.8502595,-61.2959907,-61.7417312
-62.1871839,-62.6320082,-63.075864,-63.5184107
-63.9593082,-64.3982159,-64.8347936,-65.2687009
-65.6995975,-66.1271529,-66.5516447,-66.9742968
-67.396415,-67.819305,-68.2442726,-68.6726235
-69.1056635,-69.5446984,-69.991034,-70.4459725
-70.9095287,-71.3785175,-71.8492647,-72.3180962
-72.781338,-73.2353159,-73.6763559,-74.1007838
-74.5049256,-74.8857196,-75.2441809,-75.58299
-75.9048321,-76.2123927,-76.5083569,-76.7954102
-77.0762378,-77.3535251,-77.629916,-77.9069715
-78.1850917,-78.4646197,-78.7458986,-79.0292716
-79.3150816,-79.603672,-79.8953856,-80.1905658
-80.4895179,-80.7921573,-81.0981682,-81.4072319
-81.7190296,-82.0332425,-82.3495519,-82.667639
-82.987185,-83.3078712,-83.629426,-83.9522691
-84.2773438,-84.6056064,-84.9380134,-85.2755212
-85.6190861,-85.9696645,-86.3282128,-86.6956875
-87.0730408,-87.460706,-87.8580839,-88.2644538
-88.6790948,-89.101286,-89.5303067,-89.965436
-90.405953,-90.851137,-91.300267,-91.7526228
-92.2074858,-92.6641375,-93.1218599,-93.5799345
-94.037643,-94.4942673,-94.949089,-95.4013898
-95.8504515,-96.2955668,-96.7364966,-97.1736304
-97.6074021,-98.0382457,-98.466595,-98.8928838
-99.317546,-99.7410156,-100.163726,-100.586108
-101.007948,-101.427679,-101.843561,-102.253855
-102.656822,-103.050723,-103.433818,-103.804369
-104.160635,-104.500889,-104.824651,-105.133822
-105.430573,-105.717077,-105.995504,-106.268025
-106.536812,-106.804035,-107.071867,-107.342411
-107.615476,-107.88803,-108.156869,-108.418785
-108.670573,-108.909027,-109.13094,-109.333108
-109.512323,-109.66538,-109.78974,-109.88678
-109.959295,-110.010084,-110.041945,-110.057678
-110.06008,-110.051951,-110.036088,-110.01529
-109.991987,-109.965738,-109.93476,-109.897261
-109.851451,-109.795537,-109.72773,-109.646238
-109.549269,-109.435033,-109.301895,-109.150404
-108.982719,-108.801032,-108.607538,-108.404431
-108.193904,-107.978152,-107.759368,-107.539746
-107.321481,-107.10649,-106.89491,-106.686167
-106.479686,-106.27489,-106.071205,-105.868054
-105.664862,-105.461053,-105.256052,-105.049863
-104.84783,-104.658171,-104.489132,-104.348959
-104.245899,-104.188197,-104.184099,-104.241852
-104.369156,-104.56486,-104.82061,-105.127846
-105.478005,-105.862527,-106.272851,-106.700414
-107.136656,-107.573016,-108.001518,-108.420085
-108.830045,-109.232768,-109.629623,-110.021981
-110.411211,-110.798682,-111.185765,-111.573829
-111.964202,-112.357319,-112.752758,-113.150058
-113.548761,-113.948408,-114.34854,-114.7487
-115.148427,-115.547263,-115.944755,-116.340704
-116.735263,-117.128613,-117.520934,-117.912407
-118.303213,-118.693531,-119.083542,-119.473426
-119.863365,-120.253518,-120.643819,-121.034054
-121.424007,-121.813463,-122.202206,-122.59002
-122.97669,-123.361998,-123.74573,-124.127689
-124.50807,-124.887424,-125.266316,-125.64531
-126.02497,-126.405862,-126.78855,-127.173598
-127.561571,-127.95303,-128.348362,-128.74771
-129.1512,-129.558959,-129.971111,-130.387785
-130.809104,-131.235196,-131.666186,-132.102184
-132.541868,-132.981414,-133.416747,-133.84379
-134.258468,-134.656706,-135.034426,-135.387553
-135.712011,-136.004405,-136.266081,-136.500408
-136.710762,-136.900518,-137.073054,-137.231743
-137.379963,-137.52109,-137.658498,-137.795549
-137.934379,-138.075004,-138.21723,-138.360862
-138.505705,-138.651566,-138.798249,-138.945561
-139.093306,-139.241308,-139.389634,-139.538542
-139.688294,-139.839154,-139.991382,-140.145242
-140.300996,-140.458906,-140.619235,-140.782245
-140.947529,-141.112655,-141.274808,-141.431171
-141.578927,-141.715261,-141.837356,-141.942396
-142.027565,-142.090286,-142.130913,-142.151779
-142.155248,-142.143689,-142.119468,-142.084953
-142.04251,-141.994506,-141.943309,-141.891285
-141.839936,-141.787454,-141.731235,-141.668676
-141.597173,-141.514125,-141.416927,-141.302978
-141.169673,-141.014409,-140.834914,-140.630891
-140.402776,-140.151008,-139.876023,-139.578261
-139.258158,-138.916152,-138.552682,-138.168192
-137.763832,-137.34208,-136.90556,-136.456896
-135.998712,-135.533633,-135.064282,-134.593282
-134.123259,-133.656661,-133.194063,-132.734902
-132.2786,-131.824578,-131.372257,-130.921058
-130.470403,-130.019712,-129.568408,-129.115925
-128.662153,-128.207528,-127.75252,-127.297596
-126.843226,-126.389877,-125.938019,-125.488121
-125.04065,-124.596069,-124.154303,-123.714337
-123.275065,-122.83538,-122.394176,-121.950346
-121.502782,-121.050378,-120.592028,-120.126624
-119.653329,-119.175279,-118.698628,-118.22961
-117.774456,-117.339398,-116.930668,-116.554498
-116.217119,-115.924764,-115.682166,-115.486504
-115.332584,-115.21521,-115.129189,-115.069323
-115.03042,-115.007283,-114.994717,-114.987528
-114.981154,-114.975603,-114.972893,-114.975051
-114.984103,-115.002074,-115.030992,-115.072882
-115.129771,-115.203684,-115.296584,-115.408534
-115.537423,-115.681019,-115.837092,-116.003411
-116.177745,-116.357863,-116.541534,-116.726528
-116.910623,-117.092427,-117.27199,-117.449507
-117.625174,-117.799187,-117.97174,-118.143029
-118.31325,-118.482597,-118.651267,-118.819531
-118.987897,-119.156916,-119.327141,-119.499123
-119.673414,-119.850567,-120.031134,-120.215666
-120.404715,-120.598049,-120.790182,-120.97347
-121.140267,-121.282924,-121.393793,-121.465225
-121.489572,-121.459185,-121.366417,-121.204972
-120.979028,-120.697641,-120.369898,-120.004884
-119.611686,-119.199388,-118.777076,-118.353836
-117.937365,-117.528312,-117.125101,-116.726151
-116.329886,-115.934726,-115.539093,-115.141407
-114.740091,-114.333566,-113.920368,-113.500324
-113.074076,-112.642278,-112.205585,-111.764651
-111.320131,-110.872679,-110.422949,-109.971596
-109.519262,-109.066306,-108.612793,-108.158777
-107.704311,-107.249447,-106.794239,-106.338739
-105.883,-105.427077,-104.97102,-104.514882
-104.058689,-103.602461,-103.146217,-102.689975
-102.233754,-101.777572,-101.321448,-100.8654
-100.409448,-99.9536097,-99.4978975,-99.0423215
-98.5868916,-98.1316177,-97.6765096,-97.2215772
-96.7668303,-96.3122787,-95.8579324,-95.4038014
-94.9499007,-94.496249,-94.0428653,-93.5897682
-93.1369767,-92.6845095,-92.2323855,-91.7806235
-91.3292424,-90.8782609,-90.4276979,-89.9775724
-89.527903,-89.0787088,-88.6300086,-88.1818213
-87.7341656,-87.2870606,-86.8405249,-86.3945776
-85.9492331,-85.5045,-85.0603864,-84.6169002
-84.1740496,-83.7318425,-83.290287,-82.8493912
-82.409163,-81.9696106,-81.5307439,-81.0925926
-80.6551981,-80.2186017,-79.7828449,-79.3479692
-78.9140158,-78.4810263,-78.0490421,-77.6181047
-77.188253,-76.7594914,-76.3317962,-75.905143
-75.4795076,-75.0548656,-74.6311927,-74.2084645
-73.7866567,-73.365745,-72.9457051,-72.5265069
-72.1080867,-71.6903677,-71.2732735,-70.8567275
-70.4406529,-70.0249733,-69.6096119,-69.1944923
-68.7795378,-68.3646565,-67.9497231,-67.5346078
-67.1191809,-66.7033126,-66.286873,-65.8697324
-65.451761,-65.032829,-64.6128067,-64.1915659
-63.7690007,-63.3450205,-62.9195349,-62.4924536
-62.0636862,-61.6331425,-61.200732,-60.7663645
-60.3299495,-59.8914013,-59.4507657,-59.0082395
-58.5640279,-58.1183361,-57.671369,-57.2233319
-56.7744299,-56.3248681,-55.8748517,-55.4245846
-54.9741826,-54.5236041,-54.0727918,-53.621688
-53.1702354,-52.7183764,-52.2660536,-51.8132095
-51.3597866,-50.9057274,-50.4509869,-49.9956497
-49.5398768,-49.08383,-48.6276713,-48.1715626
-47.7156658,-47.2601428,-46.8051557,-46.3508663
-45.897413,-45.4447091,-44.9925428,-44.5407007
-44.0889698,-43.6371368,-43.1849884,-42.7323115
-42.2788929,-41.8245193,-41.3690465,-40.9134453
-40.4595897,-40.0093797,-39.5647155,-39.127497
-38.6996244,-38.2829975,-37.8795166,-37.4910817
-37.1194795,-36.765786,-36.4308016,-36.115326
-35.820159,-35.5461003,-35.2939499,-35.0645074
-34.8585726,-34.6763634,-34.5129908,-34.3609182
-34.2125868,-34.0604374,-33.8969112,-33.7144491
-33.5054923,-33.2624816,-32.9778583,-32.6453812
-32.2679439,-31.852308,-31.4052494,-30.9335435
-30.4439662,-29.9432929,-29.4382996,-28.9357616
-28.4424513,-27.9635308,-27.5000118,-27.0522464
-26.6205867,-26.2053846,-25.8069922,-25.4257615
-25.0620445,-24.7161932,-24.3885577,-24.0788974
-23.7855617,-23.5066943,-23.2404386,-22.9849382
-22.7383366,-22.4987775,-22.2644042,-22.0333605
-21.8037897,-21.5744057,-21.3462222,-21.120833
-20.8998319,-20.6848127,-20.401595133043962,-20.18467325003192
